date,depot,categorie,produit,quantite,prix_unitaire,montant
2024-04-01,Casablanca,Laitiers,Lait en poudre 2.5kg,3,168.0,504.0
2024-04-01,Casablanca,Condiments,Sel de table 1kg x24,1,46.0,46.0
2024-04-01,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,12,360.0,4320.0
2024-04-01,Casablanca,Riz & Pâtes,Couscous moyen 25kg,3,255.0,765.0
2024-04-01,Casablanca,Condiments,Épices ras el hanout 500g x10,22,148.0,3256.0
2024-04-01,Rabat,Condiments,Sel de table 1kg x24,11,46.0,506.0
2024-04-01,Rabat,Condiments,Vinaigre 1L x12,12,54.0,648.0
2024-04-01,Casablanca,Boissons,Soda cola 1L x12,12,99.0,1188.0
2024-04-02,Rabat,Huiles,Huile d'olive extra vierge 1L,15,89.0,1335.0
2024-04-02,Rabat,Huiles,Huile d'olive extra vierge 1L,13,89.0,1157.0
2024-04-02,Rabat,Farines,Farine de blé T55 25kg,12,172.0,2064.0
2024-04-02,Marrakech,Boissons,Eau minérale 1.5L x6 (pack),4,27.0,108.0
2024-04-02,Casablanca,Biscuiterie,Gaufrettes chocolat x48,6,134.0,804.0
2024-04-02,Casablanca,Légumineuses,Lentilles vertes 1kg x12,13,126.0,1638.0
2024-04-02,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,11,360.0,3960.0
2024-04-02,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,66,85.5,5643.0
2024-04-02,Rabat,Laitiers,Beurre 200g x40,1,296.0,296.0
2024-04-02,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,12,88.0,1056.0
2024-04-02,Rabat,Condiments,Épices ras el hanout 500g x10,6,148.0,888.0
2024-04-02,Casablanca,Riz & Pâtes,Riz long grain 25kg,5,285.0,1425.0
2024-04-02,Rabat,Boissons,Jus d'orange 1L x12,24,105.0,2520.0
2024-04-02,Marrakech,Condiments,Vinaigre 1L x12,2,54.0,108.0
2024-04-03,Rabat,Conserves,Sardines à l'huile x50,20,268.0,5360.0
2024-04-03,Marrakech,Boissons,Soda cola 1L x12,104,94.05,9781.2
2024-04-03,Casablanca,Légumineuses,Lentilles vertes 1kg x12,78,119.7,9336.6
2024-04-03,Casablanca,Laitiers,Fromage fondu x48,4,158.0,632.0
2024-04-03,Casablanca,Légumineuses,Pois chiches 1kg x12,8,118.0,944.0
2024-04-03,Marrakech,Condiments,Épices ras el hanout 500g x10,3,148.0,444.0
2024-04-03,Marrakech,Riz & Pâtes,Riz long grain 25kg,15,285.0,4275.0
2024-04-03,Rabat,Farines,Farine de blé T55 25kg,34,172.0,5848.0
2024-04-03,Rabat,Épicerie sucrée,Confiture abricot 850g x12,20,160.0,3200.0
2024-04-03,Rabat,Condiments,Sel de table 1kg x24,13,46.0,598.0
2024-04-03,Casablanca,Condiments,Vinaigre 1L x12,7,54.0,378.0
2024-04-03,Marrakech,Sucres,Sucre en morceaux 5kg,24,47.0,1128.0
2024-04-03,Marrakech,Riz & Pâtes,Pâtes spaghetti 500g x20,9,90.0,810.0
2024-04-03,Rabat,Boissons,Jus d'orange 1L x12,24,99.75,2394.0
2024-04-03,Casablanca,Condiments,Vinaigre 1L x12,8,54.0,432.0
2024-04-03,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),9,27.0,243.0
2024-04-03,Casablanca,Farines,Farine de blé T45 10kg,5,75.0,375.0
2024-04-04,Casablanca,Biscuiterie,Gaufrettes chocolat x48,8,134.0,1072.0
2024-04-04,Casablanca,Huiles,Huile de tournesol 5L,11,92.0,1012.0
2024-04-04,Marrakech,Conserves,Thon entier à l'huile x24,2,432.0,864.0
2024-04-04,Casablanca,Condiments,Épices ras el hanout 500g x10,26,140.6,3655.6
2024-04-04,Rabat,Conserves,Tomate concentrée 4.5kg x6,6,240.0,1440.0
2024-04-04,Marrakech,Laitiers,Lait UHT 1L x12,19,90.0,1710.0
2024-04-04,Rabat,Conserves,Sardines à l'huile x50,5,268.0,1340.0
2024-04-04,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,31,342.0,10602.0
2024-04-04,Casablanca,Laitiers,Lait UHT 1L x12,27,85.5,2308.5
2024-04-04,Marrakech,Boissons,Eau minérale 1.5L x6 (pack),11,27.0,297.0
2024-04-04,Marrakech,Laitiers,Beurre 200g x40,2,296.0,592.0
2024-04-04,Marrakech,Farines,Farine de blé T55 25kg,11,172.0,1892.0
2024-04-04,Casablanca,Conserves,Sardines à l'huile x50,21,268.0,5628.0
2024-04-04,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,6,360.0,2160.0
2024-04-04,Marrakech,Boissons,Jus d'orange 1L x12,13,105.0,1365.0
2024-04-05,Casablanca,Biscuiterie,Gaufrettes chocolat x48,6,134.0,804.0
2024-04-05,Casablanca,Laitiers,Fromage fondu x48,7,158.0,1106.0
2024-04-05,Casablanca,Conserves,Tomate concentrée 4.5kg x6,93,228.0,21204.0
2024-04-05,Rabat,Boissons,Eau minérale 1.5L x6 (pack),13,27.0,351.0
2024-04-05,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,12,160.0,1920.0
2024-04-05,Rabat,Condiments,Sel de table 1kg x24,9,46.0,414.0
2024-04-05,Casablanca,Légumineuses,Lentilles vertes 1kg x12,7,126.0,882.0
2024-04-05,Casablanca,Boissons,Soda cola 1L x12,4,99.0,396.0
2024-04-05,Casablanca,Condiments,Sel de table 1kg x24,9,46.0,414.0
2024-04-05,Marrakech,Farines,Farine de blé T45 10kg,17,75.0,1275.0
2024-04-05,Rabat,Condiments,Vinaigre 1L x12,29,54.0,1566.0
2024-04-05,Rabat,Légumineuses,Pois chiches 1kg x12,5,118.0,590.0
2024-04-05,Casablanca,Boissons,Jus d'orange 1L x12,6,105.0,630.0
2024-04-05,Casablanca,Boissons,Soda cola 1L x12,7,99.0,693.0
2024-04-05,Rabat,Boissons,Jus d'orange 1L x12,12,105.0,1260.0
2024-04-05,Marrakech,Condiments,Vinaigre 1L x12,18,54.0,972.0
2024-04-05,Rabat,Riz & Pâtes,Riz long grain 25kg,1,285.0,285.0
2024-04-05,Marrakech,Biscuiterie,Gaufrettes chocolat x48,9,134.0,1206.0
2024-04-05,Rabat,Épicerie sucrée,Confiture abricot 850g x12,14,160.0,2240.0
2024-04-05,Casablanca,Boissons,Soda cola 1L x12,27,94.05,2539.35
2024-04-05,Rabat,Thés & Cafés,Thé vert gunpowder 1kg,39,88.0,3432.0
2024-04-05,Rabat,Conserves,Sardines à l'huile x50,7,268.0,1876.0
2024-04-05,Casablanca,Condiments,Olives vertes 5kg,11,110.0,1210.0
2024-04-05,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,22,245.0,5390.0
2024-04-05,Rabat,Thés & Cafés,Café moulu 1kg,4,125.0,500.0
2024-04-06,Marrakech,Condiments,Olives vertes 5kg,13,110.0,1430.0
2024-04-06,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,8,360.0,2880.0
2024-04-06,Casablanca,Huiles,Huile d'olive extra vierge 1L,11,89.0,979.0
2024-04-06,Casablanca,Laitiers,Lait en poudre 2.5kg,2,168.0,336.0
2024-04-06,Rabat,Légumineuses,Pois chiches 1kg x12,8,118.0,944.0
2024-04-06,Casablanca,Farines,Farine de blé T45 10kg,5,75.0,375.0
2024-04-06,Rabat,Condiments,Sel de table 1kg x24,12,46.0,552.0
2024-04-06,Rabat,Légumineuses,Lentilles vertes 1kg x12,6,126.0,756.0
2024-04-06,Marrakech,Laitiers,Lait UHT 1L x12,8,90.0,720.0
2024-04-06,Rabat,Condiments,Épices ras el hanout 500g x10,10,148.0,1480.0
2024-04-06,Marrakech,Thés & Cafés,Café moulu 1kg,16,125.0,2000.0
2024-04-06,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,19,245.0,4655.0
2024-04-07,Casablanca,Épicerie sucrée,Miel pur 1kg x6,8,330.0,2640.0
2024-04-07,Rabat,Laitiers,Fromage fondu x48,6,158.0,948.0
2024-04-07,Marrakech,Conserves,Thon entier à l'huile x24,12,432.0,5184.0
2024-04-07,Casablanca,Farines,Farine de blé T45 10kg,1,75.0,75.0
2024-04-07,Rabat,Légumineuses,Haricots blancs 1kg x12,4,122.0,488.0
2024-04-08,Casablanca,Condiments,Sel de table 1kg x24,79,43.7,3452.3
2024-04-08,Casablanca,Biscuiterie,Chocolat tablette 100g x50,14,220.0,3080.0
2024-04-08,Casablanca,Condiments,Olives vertes 5kg,2,110.0,220.0
2024-04-08,Marrakech,Huiles,Huile d'olive extra vierge 1L,19,84.55,1606.45
2024-04-08,Rabat,Légumineuses,Lentilles vertes 1kg x12,10,126.0,1260.0
2024-04-08,Marrakech,Biscuiterie,Chocolat tablette 100g x50,20,220.0,4400.0
2024-04-08,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,21,245.0,5145.0
2024-04-08,Casablanca,Biscuiterie,Chocolat tablette 100g x50,12,220.0,2640.0
2024-04-08,Casablanca,Condiments,Olives vertes 5kg,1,110.0,110.0
2024-04-08,Casablanca,Laitiers,Lait UHT 1L x12,23,85.5,1966.5
2024-04-08,Casablanca,Sucres,Sucre en morceaux 5kg,6,47.0,282.0
2024-04-08,Casablanca,Conserves,Tomate concentrée 4.5kg x6,3,240.0,720.0
2024-04-08,Casablanca,Légumineuses,Haricots blancs 1kg x12,86,115.9,9967.4
2024-04-08,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,11,160.0,1760.0
2024-04-08,Marrakech,Conserves,Sardines à l'huile x50,27,254.6,6874.2
2024-04-08,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,2,90.0,180.0
2024-04-08,Casablanca,Légumineuses,Lentilles vertes 1kg x12,3,126.0,378.0
2024-04-08,Casablanca,Légumineuses,Lentilles vertes 1kg x12,12,126.0,1512.0
2024-04-08,Marrakech,Riz & Pâtes,Couscous moyen 25kg,5,255.0,1275.0
2024-04-08,Marrakech,Biscuiterie,Biscuits fourrés x36,12,115.0,1380.0
2024-04-08,Casablanca,Conserves,Tomate concentrée 4.5kg x6,2,240.0,480.0
2024-04-08,Rabat,Boissons,Soda cola 1L x12,39,94.05,3667.95
2024-04-08,Rabat,Conserves,Tomate concentrée 4.5kg x6,21,228.0,4788.0
2024-04-08,Casablanca,Condiments,Épices ras el hanout 500g x10,3,148.0,444.0
2024-04-08,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),31,25.65,795.15
2024-04-08,Marrakech,Farines,Farine de blé T45 10kg,3,75.0,225.0
2024-04-08,Rabat,Laitiers,Beurre 200g x40,29,281.2,8154.8
2024-04-09,Casablanca,Condiments,Olives vertes 5kg,5,110.0,550.0
2024-04-09,Rabat,Épicerie sucrée,Confiture abricot 850g x12,43,152.0,6536.0
2024-04-09,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,2,90.0,180.0
2024-04-09,Casablanca,Épicerie sucrée,Miel pur 1kg x6,13,330.0,4290.0
2024-04-09,Marrakech,Légumineuses,Haricots blancs 1kg x12,2,122.0,244.0
2024-04-09,Marrakech,Légumineuses,Lentilles vertes 1kg x12,12,126.0,1512.0
2024-04-09,Marrakech,Légumineuses,Lentilles vertes 1kg x12,4,126.0,504.0
2024-04-09,Casablanca,Boissons,Soda cola 1L x12,5,99.0,495.0
2024-04-09,Rabat,Épicerie sucrée,Miel pur 1kg x6,6,330.0,1980.0
2024-04-09,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),5,27.0,135.0
2024-04-09,Casablanca,Légumineuses,Lentilles vertes 1kg x12,4,126.0,504.0
2024-04-09,Rabat,Laitiers,Lait UHT 1L x12,20,85.5,1710.0
2024-04-09,Marrakech,Épicerie sucrée,Miel pur 1kg x6,10,330.0,3300.0
2024-04-09,Rabat,Laitiers,Fromage fondu x48,2,158.0,316.0
2024-04-09,Casablanca,Huiles,Huile de tournesol 5L,5,92.0,460.0
2024-04-09,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,15,245.0,3675.0
2024-04-09,Marrakech,Thés & Cafés,Thé vert gunpowder 1kg,5,88.0,440.0
2024-04-10,Casablanca,Légumineuses,Haricots blancs 1kg x12,21,115.9,2433.9
2024-04-10,Casablanca,Conserves,Thon entier à l'huile x24,6,432.0,2592.0
2024-04-10,Casablanca,Farines,Farine de blé T55 25kg,67,163.4,10947.8
2024-04-10,Casablanca,Farines,Farine de blé T45 10kg,3,75.0,225.0
2024-04-10,Casablanca,Biscuiterie,Biscuits fourrés x36,10,115.0,1150.0
2024-04-10,Casablanca,Boissons,Jus d'orange 1L x12,18,99.75,1795.5
2024-04-11,Marrakech,Épicerie sucrée,Confiture abricot 850g x12,22,152.0,3344.0
2024-04-11,Marrakech,Riz & Pâtes,Couscous moyen 25kg,79,255.0,20145.0
2024-04-11,Marrakech,Biscuiterie,Gaufrettes chocolat x48,3,134.0,402.0
2024-04-11,Marrakech,Conserves,Sardines à l'huile x50,13,268.0,3484.0
2024-04-12,Casablanca,Condiments,Olives vertes 5kg,5,110.0,550.0
2024-04-12,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,8,90.0,720.0
2024-04-12,Casablanca,Farines,Farine de blé T55 25kg,24,163.4,3921.6
2024-04-12,Rabat,Thés & Cafés,Thé vert gunpowder 1kg,3,88.0,264.0
2024-04-12,Marrakech,Thés & Cafés,Thé vert gunpowder 1kg,4,88.0,352.0
2024-04-12,Rabat,Boissons,Soda cola 1L x12,14,99.0,1386.0
2024-04-12,Marrakech,Riz & Pâtes,Couscous moyen 25kg,9,255.0,2295.0
2024-04-12,Casablanca,Huiles,Huile d'olive extra vierge 1L,15,84.55,1268.25
2024-04-12,Rabat,Biscuiterie,Chocolat tablette 100g x50,10,220.0,2200.0
2024-04-12,Rabat,Légumineuses,Lentilles vertes 1kg x12,19,126.0,2394.0
2024-04-12,Rabat,Conserves,Tomate concentrée 4.5kg x6,7,240.0,1680.0
2024-04-12,Marrakech,Riz & Pâtes,Couscous moyen 25kg,7,255.0,1785.0
2024-04-12,Rabat,Condiments,Sel de table 1kg x24,15,46.0,690.0
2024-04-13,Rabat,Légumineuses,Haricots blancs 1kg x12,5,122.0,610.0
2024-04-14,Casablanca,Laitiers,Lait UHT 1L x12,1,90.0,90.0
2024-04-15,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,8,245.0,1960.0
2024-04-15,Marrakech,Riz & Pâtes,Couscous moyen 25kg,5,255.0,1275.0
2024-04-15,Marrakech,Épicerie sucrée,Confiture abricot 850g x12,16,152.0,2432.0
2024-04-15,Marrakech,Huiles,Huile d'olive extra vierge 1L,23,89.0,2047.0
2024-04-15,Casablanca,Conserves,Thon entier à l'huile x24,10,432.0,4320.0
2024-04-16,Marrakech,Thés & Cafés,Thé vert Chunmee 41022 5kg,13,360.0,4680.0
2024-04-16,Rabat,Condiments,Olives vertes 5kg,3,110.0,330.0
2024-04-16,Marrakech,Biscuiterie,Chocolat tablette 100g x50,9,220.0,1980.0
2024-04-16,Casablanca,Laitiers,Lait UHT 1L x12,6,90.0,540.0
2024-04-16,Rabat,Condiments,Olives vertes 5kg,5,110.0,550.0
2024-04-16,Casablanca,Conserves,Tomate concentrée 4.5kg x6,2,240.0,480.0
2024-04-16,Marrakech,Laitiers,Lait UHT 1L x12,10,90.0,900.0
2024-04-17,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,1,245.0,245.0
2024-04-17,Casablanca,Condiments,Vinaigre 1L x12,10,54.0,540.0
2024-04-17,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,4,360.0,1440.0
2024-04-17,Casablanca,Riz & Pâtes,Couscous moyen 25kg,22,242.25,5329.5
2024-04-17,Casablanca,Condiments,Sel de table 1kg x24,7,46.0,322.0
2024-04-17,Casablanca,Laitiers,Fromage fondu x48,75,150.1,11257.5
2024-04-17,Casablanca,Condiments,Olives vertes 5kg,21,104.5,2194.5
2024-04-17,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,3,88.0,264.0
2024-04-17,Casablanca,Conserves,Tomate concentrée 4.5kg x6,12,240.0,2880.0
2024-04-17,Rabat,Condiments,Sel de table 1kg x24,2,46.0,92.0
2024-04-17,Casablanca,Légumineuses,Lentilles vertes 1kg x12,2,126.0,252.0
2024-04-17,Casablanca,Riz & Pâtes,Riz long grain 25kg,3,285.0,855.0
2024-04-18,Casablanca,Condiments,Sel de table 1kg x24,4,46.0,184.0
2024-04-18,Rabat,Légumineuses,Pois chiches 1kg x12,11,118.0,1298.0
2024-04-18,Rabat,Légumineuses,Lentilles vertes 1kg x12,11,126.0,1386.0
2024-04-19,Marrakech,Thés & Cafés,Café moulu 1kg,1,125.0,125.0
2024-04-19,Casablanca,Farines,Farine de blé T45 10kg,2,75.0,150.0
2024-04-19,Rabat,Légumineuses,Pois chiches 1kg x12,6,118.0,708.0
2024-04-19,Rabat,Épicerie sucrée,Miel pur 1kg x6,10,330.0,3300.0
2024-04-19,Marrakech,Sucres,Sucre en morceaux 5kg,78,44.65,3482.7
2024-04-19,Marrakech,Épicerie sucrée,Confiture abricot 850g x12,4,160.0,640.0
2024-04-19,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,22,85.5,1881.0
2024-04-19,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,3,360.0,1080.0
2024-04-19,Casablanca,Biscuiterie,Biscuits fourrés x36,8,115.0,920.0
2024-04-19,Casablanca,Farines,Farine de blé T45 10kg,8,75.0,600.0
2024-04-20,Rabat,Laitiers,Lait UHT 1L x12,2,90.0,180.0
2024-04-20,Casablanca,Conserves,Tomate concentrée 4.5kg x6,10,240.0,2400.0
2024-04-20,Rabat,Laitiers,Lait en poudre 2.5kg,1,168.0,168.0
2024-04-20,Casablanca,Riz & Pâtes,Riz long grain 25kg,1,285.0,285.0
2024-04-20,Casablanca,Condiments,Vinaigre 1L x12,5,54.0,270.0
2024-04-20,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,2,160.0,320.0
2024-04-20,Rabat,Farines,Farine de blé T55 25kg,6,172.0,1032.0
2024-04-20,Rabat,Laitiers,Lait UHT 1L x12,18,90.0,1620.0
2024-04-20,Casablanca,Sucres,Sucre granulé 50kg,5,355.0,1775.0
2024-04-20,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,2,360.0,720.0
2024-04-20,Casablanca,Huiles,Huile de tournesol 5L,3,92.0,276.0
2024-04-20,Rabat,Boissons,Soda cola 1L x12,2,99.0,198.0
2024-04-21,Marrakech,Laitiers,Lait UHT 1L x12,11,90.0,990.0
2024-04-22,Rabat,Boissons,Soda cola 1L x12,3,99.0,297.0
2024-04-22,Casablanca,Condiments,Olives vertes 5kg,77,104.5,8046.5
2024-04-22,Rabat,Farines,Farine de blé T55 25kg,28,163.4,4575.2
2024-04-22,Casablanca,Farines,Farine de blé T45 10kg,95,71.25,6768.75
2024-04-22,Casablanca,Condiments,Sel de table 1kg x24,11,46.0,506.0
2024-04-22,Casablanca,Farines,Farine de blé T55 25kg,8,172.0,1376.0
2024-04-22,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,4,88.0,352.0
2024-04-22,Casablanca,Condiments,Vinaigre 1L x12,11,54.0,594.0
2024-04-22,Casablanca,Condiments,Épices ras el hanout 500g x10,9,148.0,1332.0
2024-04-23,Rabat,Légumineuses,Pois chiches 1kg x12,6,118.0,708.0
2024-04-23,Marrakech,Huiles,Huile de tournesol 5L,3,92.0,276.0
2024-04-23,Rabat,Condiments,Vinaigre 1L x12,5,54.0,270.0
2024-04-23,Rabat,Légumineuses,Haricots blancs 1kg x12,3,122.0,366.0
2024-04-23,Rabat,Huiles,Huile de tournesol 5L,26,87.4,2272.4
2024-04-23,Casablanca,Légumineuses,Haricots blancs 1kg x12,7,122.0,854.0
2024-04-24,Marrakech,Condiments,Sel de table 1kg x24,9,46.0,414.0
2024-04-24,Casablanca,Boissons,Jus d'orange 1L x12,9,105.0,945.0
2024-04-24,Casablanca,Conserves,Sardines à l'huile x50,7,268.0,1876.0
2024-04-24,Rabat,Farines,Farine de blé T55 25kg,5,172.0,860.0
2024-04-24,Rabat,Riz & Pâtes,Riz long grain 25kg,3,285.0,855.0
2024-04-24,Rabat,Condiments,Épices ras el hanout 500g x10,2,148.0,296.0
2024-04-24,Casablanca,Riz & Pâtes,Couscous moyen 25kg,13,255.0,3315.0
2024-04-24,Casablanca,Condiments,Vinaigre 1L x12,20,54.0,1080.0
2024-04-24,Rabat,Sucres,Sucre granulé 50kg,10,355.0,3550.0
2024-04-24,Rabat,Légumineuses,Haricots blancs 1kg x12,8,122.0,976.0
2024-04-24,Casablanca,Huiles,Huile d'olive extra vierge 1L,73,84.55,6172.15
2024-04-24,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,8,90.0,720.0
2024-04-24,Marrakech,Boissons,Soda cola 1L x12,5,99.0,495.0
2024-04-25,Rabat,Légumineuses,Pois chiches 1kg x12,10,118.0,1180.0
2024-04-25,Marrakech,Thés & Cafés,Thé vert gunpowder 1kg,7,88.0,616.0
2024-04-25,Rabat,Condiments,Épices ras el hanout 500g x10,3,148.0,444.0
2024-04-25,Rabat,Thés & Cafés,Thé vert gunpowder 1kg,14,88.0,1232.0
2024-04-25,Casablanca,Légumineuses,Pois chiches 1kg x12,14,118.0,1652.0
2024-04-25,Casablanca,Conserves,Thon entier à l'huile x24,7,432.0,3024.0
2024-04-25,Casablanca,Laitiers,Beurre 200g x40,2,296.0,592.0
2024-04-25,Casablanca,Thés & Cafés,Café moulu 1kg,2,125.0,250.0
2024-04-25,Casablanca,Légumineuses,Lentilles vertes 1kg x12,3,126.0,378.0
2024-04-25,Casablanca,Laitiers,Fromage fondu x48,14,158.0,2212.0
2024-04-25,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,6,360.0,2160.0
2024-04-25,Marrakech,Épicerie sucrée,Miel pur 1kg x6,12,330.0,3960.0
2024-04-25,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,1,88.0,88.0
2024-04-25,Casablanca,Laitiers,Beurre 200g x40,7,296.0,2072.0
2024-04-25,Marrakech,Biscuiterie,Biscuits fourrés x36,9,115.0,1035.0
2024-04-25,Rabat,Sucres,Sucre en morceaux 5kg,7,47.0,329.0
2024-04-26,Marrakech,Thés & Cafés,Thé vert Chunmee 41022 5kg,7,360.0,2520.0
2024-04-26,Casablanca,Boissons,Jus d'orange 1L x12,3,105.0,315.0
2024-04-26,Casablanca,Légumineuses,Lentilles vertes 1kg x12,4,126.0,504.0
2024-04-26,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,2,90.0,180.0
2024-04-26,Casablanca,Boissons,Soda cola 1L x12,8,99.0,792.0
2024-04-26,Marrakech,Farines,Farine de blé T45 10kg,9,75.0,675.0
2024-04-26,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,3,245.0,735.0
2024-04-26,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,3,360.0,1080.0
2024-04-26,Casablanca,Biscuiterie,Gaufrettes chocolat x48,27,127.3,3437.1
2024-04-26,Rabat,Condiments,Olives vertes 5kg,2,110.0,220.0
2024-04-27,Marrakech,Condiments,Sel de table 1kg x24,3,46.0,138.0
2024-04-27,Marrakech,Conserves,Tomate concentrée 4.5kg x6,9,240.0,2160.0
2024-04-27,Rabat,Conserves,Tomate concentrée 4.5kg x6,4,240.0,960.0
2024-04-27,Marrakech,Thés & Cafés,Café moulu 1kg,3,125.0,375.0
2024-04-27,Marrakech,Sucres,Sucre granulé 50kg,2,355.0,710.0
2024-04-27,Casablanca,Sucres,Sucre en morceaux 5kg,3,47.0,141.0
2024-04-27,Marrakech,Farines,Farine de blé T45 10kg,3,75.0,225.0
2024-04-29,Casablanca,Farines,Farine de blé T55 25kg,11,172.0,1892.0
2024-04-29,Marrakech,Riz & Pâtes,Pâtes spaghetti 500g x20,9,90.0,810.0
2024-04-29,Casablanca,Condiments,Olives vertes 5kg,7,110.0,770.0
2024-04-29,Marrakech,Conserves,Tomate concentrée 4.5kg x6,2,240.0,480.0
2024-04-29,Rabat,Conserves,Thon entier à l'huile x24,4,432.0,1728.0
2024-04-29,Casablanca,Laitiers,Lait UHT 1L x12,5,90.0,450.0
2024-04-29,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,19,232.75,4422.25
2024-04-29,Casablanca,Laitiers,Beurre 200g x40,69,281.2,19402.8
2024-04-29,Rabat,Farines,Farine de blé T55 25kg,3,172.0,516.0
2024-04-29,Casablanca,Conserves,Thon entier à l'huile x24,9,432.0,3888.0
2024-04-29,Rabat,Condiments,Épices ras el hanout 500g x10,8,148.0,1184.0
2024-04-29,Casablanca,Farines,Farine de blé T55 25kg,6,172.0,1032.0
2024-04-30,Casablanca,Biscuiterie,Biscuits fourrés x36,3,115.0,345.0
2024-04-30,Rabat,Boissons,Eau minérale 1.5L x6 (pack),8,27.0,216.0
2024-04-30,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,6,88.0,528.0
2024-04-30,Rabat,Huiles,Huile d'olive extra vierge 1L,6,89.0,534.0
2024-04-30,Marrakech,Biscuiterie,Chocolat tablette 100g x50,30,209.0,6270.0
2024-04-30,Casablanca,Conserves,Thon entier à l'huile x24,4,432.0,1728.0
2024-04-30,Casablanca,Biscuiterie,Gaufrettes chocolat x48,8,134.0,1072.0
2024-05-01,Marrakech,Légumineuses,Pois chiches 1kg x12,7,118.0,826.0
2024-05-01,Rabat,Condiments,Vinaigre 1L x12,4,54.0,216.0
2024-05-01,Casablanca,Laitiers,Lait en poudre 2.5kg,2,168.0,336.0
2024-05-01,Rabat,Laitiers,Fromage fondu x48,1,158.0,158.0
2024-05-01,Casablanca,Légumineuses,Haricots blancs 1kg x12,53,115.9,6142.7
2024-05-01,Casablanca,Légumineuses,Pois chiches 1kg x12,13,118.0,1534.0
2024-05-01,Casablanca,Épicerie sucrée,Miel pur 1kg x6,28,313.5,8778.0
2024-05-01,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,4,360.0,1440.0
2024-05-01,Marrakech,Laitiers,Fromage fondu x48,8,158.0,1264.0
2024-05-01,Marrakech,Conserves,Thon entier à l'huile x24,10,432.0,4320.0
2024-05-01,Marrakech,Légumineuses,Haricots blancs 1kg x12,10,122.0,1220.0
2024-05-01,Casablanca,Conserves,Tomate concentrée 4.5kg x6,10,240.0,2400.0
2024-05-02,Casablanca,Conserves,Thon entier à l'huile x24,7,432.0,3024.0
2024-05-02,Casablanca,Conserves,Sardines à l'huile x50,5,268.0,1340.0
2024-05-02,Casablanca,Riz & Pâtes,Couscous moyen 25kg,21,242.25,5087.25
2024-05-02,Marrakech,Laitiers,Lait en poudre 2.5kg,7,168.0,1176.0
2024-05-02,Casablanca,Laitiers,Fromage fondu x48,6,158.0,948.0
2024-05-02,Rabat,Légumineuses,Lentilles vertes 1kg x12,8,126.0,1008.0
2024-05-02,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,2,360.0,720.0
2024-05-03,Rabat,Légumineuses,Pois chiches 1kg x12,5,118.0,590.0
2024-05-03,Casablanca,Biscuiterie,Biscuits fourrés x36,72,109.25,7866.0
2024-05-03,Rabat,Condiments,Sel de table 1kg x24,8,46.0,368.0
2024-05-03,Marrakech,Légumineuses,Pois chiches 1kg x12,6,118.0,708.0
2024-05-03,Rabat,Laitiers,Beurre 200g x40,3,296.0,888.0
2024-05-03,Casablanca,Condiments,Olives vertes 5kg,4,110.0,440.0
2024-05-03,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,3,360.0,1080.0
2024-05-03,Marrakech,Légumineuses,Haricots blancs 1kg x12,9,122.0,1098.0
2024-05-03,Casablanca,Riz & Pâtes,Couscous moyen 25kg,4,255.0,1020.0
